id,類型,鄉鎮,name,幼兒園電話,addr,核定總招收人數,收費金額
520,私立,松山區,臺北市私立圓圓幼兒園,(02)27121692,臺北市松山區慶城街20號1樓,240,97000
521,私立,內湖區,臺北市私立塞凡提幼兒園,(02)26312809,臺北市內湖區民權東路六段296巷31弄4號1樓,19,114000
522,私立,內湖區,臺北市私立塞凡提甜心幼兒園,(02)26331385,臺北市內湖區康寧路3段189巷42號,40,88500
523,私立,內湖區,臺北市私立塞凡提凱旋幼兒園,(02)26324058,臺北市內湖區民權東路六段296巷61號,30,144500
524,私立,內湖區,臺北市私立奧斯福爾幼兒園,(02)26340258#192,臺北市內湖區康寧路三段16巷53號1樓至2樓,180,49800
525,私立,士林區,臺北市私立奧爾仕幼兒園,(02)28807531,臺北市士林區至善路二段1之1號1、2樓,150,122000
526,準公共,信義區,臺北市私立微笑幼兒園,(02)87323560,臺北市信義區和平東路3段341巷12號1、2樓,35,54780
527,私立,士林區,臺北市私立微笑音符幼兒園,(02)88666629,臺北市士林區至誠路1段148號1樓及2樓,29,144000
528,私立,大安區,臺北市私立愛英幼兒園,(02)23219844,臺北市大安區金山南路二段159巷3號,60,72000
529,私立,中山區,臺北市私立愛迪兒幼兒園,(02)25222745,臺北市中山區松江路170巷17號2樓,33,90000
530,私立,北投區,臺北市私立愛德恩幼兒園,(02)28721955,臺北市北投區石牌路二段303號,50,54902
531,私立,士林區,臺北市私立愛樂芬幼兒園,(02)88111313,臺北市士林區社子街63巷8號1樓,21,66280
532,私立,北投區,臺北市私立新天地幼兒園,(02)28960707,臺北市北投區中央北路4段32號,210,118000
533,私立,中山區,臺北市私立新生幼兒園,(02)25414534,臺北市中山區新生北路2段125號1、2樓,390,123000
534,私立,大安區,臺北市私立新生寶貝幼兒園,(02)23959817,臺北市大安區信義路2段230號2樓,220,123000
535,準公共,北投區,臺北市私立新成功幼兒園,(02)28286318,臺北市北投區實踐街54號,90,158400
536,私立,中山區,臺北市私立新自立幼兒園,(02)25964546,臺北市中山區吉林路407巷7號1樓,60,136000
537,私立,中山區,臺北市私立新自立全人幼兒園,(02)25964546,臺北市中山區德惠街150號2樓及152號1、2樓,75,54900
538,私立,北投區,臺北市私立新茗幼兒園,(02)28216602,臺北市北投區立農街二段257之1號1樓,20,232950
539,私立,南港區,臺北市私立新莒光幼兒園,(02)26510502,臺北市南港區研究院路2段35巷13號1樓,41,66000
540,準公共,大安區,臺北市私立經緯幼兒園,(02)27045180,臺北市大安區復興南路二段160巷16號1樓,31,89300
541,私立,信義區,臺北市私立聖幼幼兒園,(02)27599391,臺北市信義區虎林街232巷54號1樓,30,89000
542,私立,松山區,臺北市私立聖如幼兒園,(02)27180033,臺北市松山區復興北路361巷26號1樓,34,99000
543,私立,內湖區,臺北市私立聖安幼兒園,(02)26329810,臺北市內湖區民權東路六段296巷69號,40,75720
544,私立,內湖區,臺北市私立聖育幼兒園,(02)27909417,臺北市內湖區內湖路三段60巷9、11號1樓至2樓,47,82842
545,準公共,萬華區,臺北市私立聖保羅幼兒園,(02)23753690,臺北市萬華區長沙街2段52號1樓、2樓,35,64644
546,私立,內湖區,臺北市私立聖喬治幼兒園,(02)26337996,臺北市內湖區民權東路六段296巷40號,150,109600
547,準公共,北投區,臺北市私立聖德幼兒園,(02)28343465,臺北市北投區洲美街271號1樓,174,55026
548,私立,松山區,臺北市私立聖儒幼兒園,(02)27173888,臺北市松山區復興北路361巷24號1樓,33,99000
549,私立,松山區,臺北市私立資幼幼兒園,(02)27674365,臺北市松山區富錦街372號1樓,34,96000
550,準公共,北投區,臺北市私立資優兒幼兒園,(02)28231799,臺北市北投區文林北路80巷38弄10號1樓,30,
551,私立,北投區,臺北市私立資優兒童幼兒園,(02)28949838,臺北市北投區中央北路一段179巷1號1樓,16,
552,私立,北投區,臺北市私立道生幼兒園,(02)28922691,臺北市北投區中央北路三段188號1、2、3樓,270,108600
553,私立,南港區,臺北市私立道生南港幼兒園,(02)27880661,臺北市南港區重陽路187巷1號1樓,70,115000
554,私立,中山區,臺北市私立道明幼兒園,(02)25942294#1061,臺北市中山區吉林路378號1、2樓,270,67910
555,私立,士林區,臺北市私立道思幼兒園,(02)28731515,臺北市士林區天母北路61號,100,100200
556,私立,士林區,臺北市私立道爾敦幼兒園,(02)28730225,臺北市士林區中山北路七段224號,150,
557,私立,南港區,臺北市私立達芬奇多元智能幼兒園,(02)27881098,臺北市南港區興華路32號1至4樓,30,71840
558,私立,信義區,臺北市私立達德幼兒園,(02)27295967,臺北市信義區莊敬路423巷2弄4號及6號1樓,36,73905
559,私立,文山區,臺北市私立頌恩幼兒園,(02)22305679,臺北市文山區萬安街91號及93號1樓,53,97800
560,私立,松山區,臺北市私立嘉勝幼兒園,(02)27648859,臺北市松山區三民路9-17、9-18、9-19、9-20號1樓,30,105985
561,私立,松山區,臺北市私立嘉維幼兒園,(02)27648859,臺北市松山區三民路9-21、9-22、9-23、9-24號1樓,32,105985
562,私立,中山區,臺北市私立嘉霖幼兒園,(02)25927525,臺北市中山區民權東路2段107號,220,106385
563,私立,內湖區,臺北市私立嘉霙幼兒園,(02)26278523,臺北市內湖區陽光街116號1樓,23,77070
564,私立,大安區,臺北市私立嘟嘟幼兒園,(02)27218791,臺北市大安區光復南路96巷2之1號,40,75600
565,私立,內湖區,臺北市私立夢想幼兒園,(02)27986455,臺北市內湖區文德路210巷8之3號2樓,40,
566,私立,萬華區,臺北市私立寧馨苑幼兒園,(02)23392488,臺北市萬華區西藏路239號1樓,34,
567,準公共,萬華區,臺北市私立慈愛幼兒園,(02)23078147,臺北市萬華區寶興街140巷23號、27號1、2樓,60,86400
568,準公共,士林區,臺北市私立慈暉幼兒園,(02)28113589,臺北市士林區永平街46巷3弄9號,30,64868
569,私立,大同區,臺北市私立榮星幼兒園,(02)25536699,臺北市大同區歸綏街303巷9號1樓及2樓,180,
570,準公共,文山區,臺北市私立滬江高級中學附設幼兒園,(02)27279422,臺北市文山區羅斯福路六段336號,212,126000
571,私立,大安區,臺北市私立滿兒圓幼兒園,(02)27543381,臺北市大安區仁愛路四段300巷20弄15號1樓,38,108000
572,私立,士林區,臺北市私立熊寶貝幼兒園,(02)28363868,臺北市士林區士東路46巷26號1樓,165,94800
573,私立,大安區,臺北市私立爾雅幼兒園,(02)27022953,臺北市大安區大安路二段160巷20號1樓,24,124000
574,私立,士林區,臺北市私立種籽幼兒園,(02)28315266,臺北市士林區中山北路六段290巷11弄3號1樓,40,99800
575,私立,士林區,臺北市私立精采童年幼兒園,(02)28717230,臺北市士林區天母北路42之2號,115,117350
576,私立,松山區,臺北市私立維多利亞幼兒園,(02)27183809,臺北市松山區民權東路3段160巷19弄17號1樓,120,109800
577,私立,中正區,臺北市私立維格幼兒園,(02)23816101,臺北市中正區廣州街8巷13號1樓,17,71000
578,私立,中山區,臺北市私立蒙特梭利快樂園幼兒園,(02)25337952,臺北市中山區樂群二路188、190號1樓,34,104400
579,私立,中山區,臺北市私立蒙特梭利欣兒園幼兒園,(02)85021515,臺北市中山區堤頂大道2段342、344號1、2樓、1樓夾層,63,
580,私立,中山區,臺北市私立蒙特梭利花園幼兒園,(02)25329338,臺北市中山區明水路397巷7弄2號,40,82000
581,私立,中正區,臺北市私立蒙特梭利童圓幼兒園,(02)23957517,臺北市中正區濟南路二段54-1號1至2樓,60,111900
582,私立,大安區,臺北市私立蒙特梭利愛兒園幼兒園,(02)27054343,臺北市大安區新生南路一段161巷4之9號1樓,32,119620
583,私立,內湖區,臺北市私立廣教幼兒園,(02)27930308,臺北市內湖區成功路三段187巷35弄2號,36,78040
584,私立,士林區,臺北市私立德行幼兒園,(02)28368002,臺北市士林區中山北路6段290巷48.50號,90,106800
585,私立,萬華區,臺北市私立德昌幼兒園,(02)23395958,臺北市萬華區德昌街166號2樓,25,75000
586,準公共,萬華區,臺北市私立德明幼兒園,(02)23073007,臺北市萬華區萬大路449巷28弄3號1樓,90,57622
587,私立,北投區,臺北市私立德美蒙特梭利幼兒園,(02)28205120,臺北市北投區東華街二段92號,27,96000
588,私立,松山區,臺北市私立德馨幼兒園,(02)25700768,臺北市松山區八德路三段12巷20弄18號1樓,23,63000
589,準公共,信義區,臺北市私立慧光幼兒園,(02)27279422,臺北市信義區虎林街232巷66弄1號,120,69840
590,準公共,北投區,臺北市私立樂家幼兒園,(02)28288788,臺北市北投區實踐街6巷3弄11號1樓,29,72396
591,準公共,北投區,臺北市私立潘蜜拉幼兒園,(02)28921534,臺北市北投區大屯路21巷21號1樓,90,54902
592,準公共,內湖區,臺北市私立潭美幼兒園,(02)26319070,臺北市內湖區東湖路160巷10弄20、22、24號,52,66280
593,私立,大安區,臺北市私立熱帶魚幼兒園,(02)27526136,臺北市大安區忠孝東路四段170巷24號1樓,40,118000
594,私立,大安區,臺北市私立磊心信義幼兒園,(02)27014947,臺北市大安區四維路76巷17號1樓,28,123000
595,私立,大安區,臺北市私立磊心蒙特梭利幼兒園,(02)27014947,臺北市大安區信義路四段99巷30.32號1樓,40,123000
596,私立,大安區,臺北市私立蔚思幼兒園,(02)27350269,臺北市大安區安和路二段217巷22、24、26號1、2樓,40,158400
597,私立,大安區,臺北市私立蔚景幼兒園,(02)27042496,臺北市大安區復興南路1段313巷6號12樓,48,136000
598,私立,文山區,臺北市私立樹人幼兒園,(02)29310558,臺北市文山區景華街121巷17弄9號,120,54900
599,私立,大安區,臺北市私立樹屋幼兒園,(02)23782200#28,臺北市大安區樂利路11巷19號1樓,30,232950
600,準公共,南港區,臺北市私立樹德幼兒園,(02)27854601,臺北市南港區東新街80巷11弄2號、4號,90,64098
601,私立,北投區,臺北市私立橘子蒙特梭利幼兒園,(02)28584990,臺北市北投區知行路292巷6、8號1樓,90,122000
602,私立,大安區,臺北市私立橘子樹幼兒園,(02)27087011,臺北市大安區瑞安街208巷2號及4號1樓,40,105000
603,私立,士林區,臺北市私立翰諾幼兒園,(02)28362424,臺北市士林區德行東路61巷4號1、2樓,40,55600
604,準公共,內湖區,臺北市私立融恩幼兒園,(02)87919961,臺北市內湖區金湖路16之11號1樓,22,82440
605,私立,松山區,臺北市私立親子坊幼兒園,(02)27612798,臺北市松山區健康路325巷16號1樓,25,
606,私立,大同區,臺北市私立親兒園蒙特梭利幼兒園,(02)2559-0888,臺北市大同區承德路2段47號,55,77760
607,準公共,大安區,臺北市私立親親幼兒園,(02)27753636,臺北市大安區延吉街109號2樓,27,
608,準公共,文山區,臺北市私立諾貝兒幼兒園,(02)29351301,臺北市文山區興隆路二段203巷112及114號1樓,22,74880
609,私立,內湖區,臺北市私立諾貝爾內湖幼兒園,(02)26330368,臺北市內湖區金湖路417號2樓,30,99600
610,私立,內湖區,臺北市私立諾貝爾幼兒園,(02)26330368,臺北市內湖區金湖路415號1樓及417號1樓,62,89520
611,私立,內湖區,臺北市私立諾貝爾金湖幼兒園,(02)26330368,臺北市內湖區金湖路419號2樓,30,99600
612,私立,大安區,臺北市私立貓熊幼兒園,(02)27048016#22,臺北市大安區建國南路二段79巷33號,180,112020
613,私立,中山區,臺北市私立龍江幼兒園,(02)25097435,臺北市中山區龍江路397巷12號1樓,20,70620
614,私立,南港區,臺北市私立龍華幼兒園,(02)27867166,臺北市南港區玉成街247號,186,93300
615,私立,內湖區,臺北市私立優幼園幼兒園,(02)27922182,臺北市內湖區成功路四段30巷11號1樓,19,111000
616,私立,北投區,臺北市私立優格幼兒園,(02)28710871,臺北市北投區石牌路二段315巷10弄10號2樓,19,90582
617,私立,北投區,臺北市私立優格快樂幼兒園,(02)28718388,臺北市北投區石牌路二段315巷10弄10號1樓,40,90540
618,準公共,松山區,臺北市私立優寶幼兒園,(02)27131091,臺北市松山區南京東路四段133巷6弄2號1、2樓,120,97200
619,私立,中正區,臺北市私立聯華幼兒園,(02)23078855,臺北市中正區南海路110之1號1樓,90,71100
620,私立,北投區,臺北市私立薇閣國民小學附設幼兒園,(02)28911066,臺北市北投區珠海路50號1樓至2樓,600,71600
621,準公共,北投區,臺北市私立藍天幼兒園,(02)28963620,臺北市北投區中和街392號1、2樓,32,75780
622,私立,北投區,臺北市私立豐年幼兒園,(02)28925688,臺北市北投區中央北路二段95巷1弄40號,18,60300
623,私立,松山區,臺北市私立豐村幼兒園,(02)27619160,臺北市松山區八德路四段106巷2弄4號1樓,29,132000
624,私立,松山區,臺北市私立寶仁幼兒園,(02)27150971,臺北市松山區光復北路230巷1號1樓,55,111396
625,私立,大安區,臺北市私立寶血幼兒園,(02)23631896,臺北市大安區泰順街60巷18弄8號,210,74400
626,準公共,中正區,臺北市私立寶貝幼兒園,(02)23053874,臺北市中正區寧波西街181巷44號1、2樓,31,55398
627,準公共,信義區,臺北市私立寶兒寶幼兒園,(02)23458112,臺北市信義區光復南路419巷17號1樓,60,66822
628,私立,萬華區,臺北市私立寶興幼兒園,(02)23375171,臺北市萬華區寶興街228號1樓,54,60700
629,準公共,文山區,臺北市私立寶馨幼兒園,(02)86635966,臺北市文山區溪口街85巷7弄6號1樓,17,78792
630,私立,中山區,臺北市私立蘊品幼兒園,(02)25322793,臺北市中山區基湖路147號1樓,37,147000
631,私立,松山區,臺北市私立馨兒園幼兒園,(02)25775928,臺北市松山區八德路三段12巷60號,40,140010
632,私立,內湖區,臺北市私立櫻之圓蒙特梭利幼兒園,(02)87975200,臺北市內湖區環山路1段24巷10號1.2樓,40,117000
633,準公共,萬華區,臺北市私立歡樂童年幼兒園,(02)23018609,臺北市萬華區中華路二段428之4號1樓,27,64872
634,非營利,大安區,臺北市辛亥非營利幼兒園（委託社團法人中華婦幼發展協會辦理）,(02)27322374,臺北市大安區辛亥路三段11號1樓及2樓,144,0
635,公立,大安區,臺北市和平實驗國民小學附設幼兒園,(02)27335900,臺北市大安區敦南街76巷28號,60,21588
636,公立,松山區,臺北市松山區三民國民小學附設幼兒園,(02)27646080#511,臺北市松山區民權東路五段1號1樓,120,21588
637,公立,松山區,臺北市松山區民族國民小學附設幼兒園,(02)27124872#710,臺北市松山區民生東路四段97巷7號1樓,180,21588
638,公立,松山區,臺北市松山區民權國民小學附設幼兒園,(02)27652327#671,臺北市松山區民權東路四段200號1樓,212,21588
639,公立,松山區,臺北市松山區西松國民小學附設幼兒園,(02)27609221#800,臺北市松山區三民路5號1樓及2樓,256,21588
640,公立,松山區,臺北市松山區松山國民小學附設幼兒園,(02)27614924,臺北市松山區八德路四段746號1樓,182,21588
641,公立,松山區,臺北市松山區健康國民小學附設幼兒園,(02)25282814#200,臺北市松山區延壽街168號1樓,90,21588
642,公立,松山區,臺北市松山區敦化國民小學附設幼兒園,(02)27513310,臺北市松山區敦化北路2號1樓,120,21588
643,非營利,信義區,臺北市信中非營利幼兒園（委託財團法人福智文教基金會辦理）,(02)2720-2271,臺北市信義區松仁路158巷1號,106,0
644,公立,信義區,臺北市信義區三興國民小學附設幼兒園,(02)27368453#10,臺北市信義區基隆路二段99號,166,21588
645,公立,信義區,臺北市信義區永吉國民小學附設幼兒園,(02)87858111#125,臺北市信義區松山路287巷5號,136,21588
646,公立,信義區,臺北市信義區永春國民小學附設幼兒園,(02)27641314#108,臺北市信義區松山路225巷48號,220,21588
647,公立,信義區,臺北市信義區光復國民小學附設幼兒園,(02)27585076#877,臺北市信義區光復南路271號,166,21588
648,公立,信義區,臺北市信義區吳興國民小學附設幼兒園,(02)27200226#71,臺北市信義區松仁路226號,136,21588
649,公立,信義區,臺北市信義區信義國民小學附設幼兒園,(02)27204005#871,臺北市信義區松勤街60號,180,21588
650,公立,信義區,臺北市信義區博愛國民小學附設幼兒園,(02)23450616#633,臺北市信義區松仁路95巷20號,90,21588
651,公立,信義區,臺北市信義區福德國民小學附設幼兒園,(02)27277992#61,臺北市信義區褔德街253號,136,21588
652,公立,信義區,臺北市信義區興雅國民小學附設幼兒園,(02)27698786#10,臺北市信義區基隆路一段83巷9號,166,21588
653,公立,南港區,臺北市南港區玉成國民小學附設幼兒園,(02)27836049#190,臺北市南港區向陽路31號,152,21588
654,公立,南港區,臺北市南港區成德國民小學附設幼兒園,(02)27853856#10,臺北市南港區東新街65號,166,21588
655,公立,南港區,臺北市南港區東新國民小學附設幼兒園,(02)27837577#53,臺北市南港區興南街62號,90,21588
656,公立,南港區,臺北市南港區南港國民小學附設幼兒園,(02)27834678#1901,臺北市南港區惠民街67號,106,21588
657,公立,南港區,臺北市南港區修德國民小學附設幼兒園,(02)27880500#202,臺北市南港區東新街118巷86號,174,21588
658,公立,南港區,臺北市南港區舊莊國民小學附設幼兒園,(02)27821418#180,臺北市南港區舊莊街1段100號,174,21588
659,準公共,信義區,臺北市政府附設臺北市私立市政大樓員工子女幼兒園,(02)27208889#3430,臺北市信義區市府路1號南區2樓,120,
660,非營利,南港區,臺北市胡適非營利幼兒園（委託社團法人中華音樂舞蹈暨表演藝術教育協會辦理）,(02)26513362,臺北市南港區舊莊街一段1號1樓,90,0
661,非營利,大同區,臺北市重慶非營利幼兒園（委託財團法人彭婉如文教基金會辦理）,(02)25918330,臺北市大同區大龍街187巷1號1,84,0
662,非營利,士林區,臺北市泰北非營利幼兒園(委託財團法人三之三生命教育基金會辦理),(02)28828633,臺北市士林區福林路240號,106,0
663,非營利,中山區,臺北市國防部大直非營利幼兒園（委託財團法人實踐大學辦理）,(02)25320398,臺北市中山區崇實路127號,212,0
664,非營利,內湖區,臺北市康寧非營利幼兒園（委託財團法人幼兒教育基金會辦理）,(02)26319818,臺北市內湖區康寧路三段189巷93弄18號1樓,76,0
665,非營利,大安區,臺北市族中非營利幼兒園（委託社團法人台北市教保人員協會辦理）,(02)27365861,臺北市大安區羅斯福路4段113巷13號,106,0
666,非營利,文山區,臺北市景美非營利幼兒園（委託財團法人台北基督教女青年會辦理）,(02)29304824,臺北市文山區興隆路二段160-1號1樓及2樓,213,0
667,非營利,文山區,臺北市景新非營利幼兒園(委託社團法人台北市兒童托育協會辦理),(02)29328566,臺北市文山區景後街151號2樓,120,0
668,非營利,南港區,臺北市港福非營利幼兒園(委託中華學校財團法人辦理),(02)26543767,臺北市南港區福德街373巷43號1樓,136,0
669,非營利,士林區,臺北市新三玉非營利幼兒園(委託財團法人毛毛蟲兒童哲學基金會辦理),(02)28742988,臺北市士林區天母東路116號,106,0
670,非營利,大安區,臺北市新安非營利幼兒園（委託社團法人台灣幼兒早期教育協會辦理）,(02)27360227,臺北市大安區臥龍街129號,106,0
671,非營利,內湖區,臺北市新東湖非營利幼兒園(委託社團法人台北市幼兒園協會辦理),(02)26327828,臺北市內湖區康樂街110巷16弄22號1.2樓,150,0
672,公立,萬華區,臺北市萬華區大理國民小學附設幼兒園,(02)23022011#11,臺北市萬華區艋舺大道389號,136,21588
673,公立,萬華區,臺北市萬華區老松國民小學附設幼兒園,(02)23069908,臺北市萬華區桂林路64號,136,21588
674,公立,萬華區,臺北市萬華區西門國民小學附設幼兒園,(02)23753272#2103,臺北市萬華區成都路98號,166,21588
675,公立,萬華區,臺北市萬華區西園國民小學附設幼兒園,(02)23030257#513,臺北市萬華區東園街73巷65號,136,21588
676,公立,萬華區,臺北市萬華區東園國民小學附設幼兒園,(02)23034803#1801,臺北市萬華區東園街195號,106,21588
677,公立,萬華區,臺北市萬華區華江國民小學附設幼兒園,(02)23064352#800,臺北市萬華區環河南路2段250巷42弄2號,120,21588
678,公立,萬華區,臺北市萬華區新和國民小學附設幼兒園,(02)23038298#58,臺北市萬華區西藏路125巷31號,120,21588
679,公立,萬華區,臺北市萬華區萬大國民小學附設幼兒園,(02)23037654#711,臺北市萬華區萬大路346號,90,21588
680,公立,萬華區,臺北市萬華區福星國民小學附設幼兒園,(02)23144668#172,臺北市萬華區中華路一段66號,150,21588
681,公立,萬華區,臺北市萬華區龍山國民小學附設幼兒園,(02)23082977#771,臺北市萬華區和平西路3段235號,114,21588
682,公立,萬華區,臺北市萬華區雙園國民小學附設幼兒園,(02)23083511,臺北市萬華區莒光路315號,106,21588
683,非營利,松山區,臺北市經國三民非營利幼兒園（委託財團法人經國管理暨健康學院辦理）,(02)27564213,臺北市松山區民生東路5段163-1號2樓,210,0
684,非營利,士林區,臺北市葫蘆非營利幼兒園（委託社團法人台灣公共托育協會辦理）,(02)28151220,臺北市士林區延平北路5段136巷1號1.2樓,150,0
685,非營利,文山區,臺北市樟新非營利幼兒園（委託社團法人台北市兒童托育協會辦理）,(02)86612696#7,臺北市文山區一壽街22號1樓及2樓,274,0
686,非營利,文山區,臺北市興福非營利幼兒園（委託財團法人三之三生命教育基金會辦理）,(02)29306640,臺北市文山區福興路80號,106,0
687,非營利,中山區,臺北市濱江非營利幼兒園（委託社團法人台北市教保人員協會辦理）,(02)85026191,臺北市中山區樂群二路262號,106,0
688,非營利,萬華區,臺北市雙中非營利幼兒園（委託財團法人台北市中華基督教青年會辦理）,(02)2336-3258,臺北市萬華區興義街2號,136,0
689,非營利,大安區,臺北市懷中非營利幼兒園（委託財團法人海棠文教基金會辦理）,(02)27114688,臺北市大安區忠孝東路3段248巷30號,258,0
690,私立,內湖區,臺北市璽典職場互助教保服務中心,(02)27948812,臺北市內湖區石潭路65號2樓,31,152500
691,私立,北投區,臺北榮民總醫院附設臺北市私立榮光幼兒園,(02)28757465,臺北市北投區石牌路二段201號1樓至3樓,99,55010
692,準公共,中正區,臺灣高等法院附設臺北市私立員工子女幼兒園,(02)23319976,臺北市中正區重慶南路一段136巷4號1樓,60,59460
693,私立,文山區,靜心學校財團法人臺北市私立靜心高級中等學校附設幼兒園,(02)29323118#192,臺北市文山區興隆路二段46號,410,68950